epoch,elapsed,loss
0,211.0732605457306,2.00980593993
1,209.98063397407532,1.72985900129
2,209.3509657382965,1.60637067666
3,209.98512983322144,1.52162582423
4,209.98423504829407,1.4586620393
5,209.2693874835968,1.40971920196
6,209.58942556381226,1.36806518288
7,209.9065456390381,1.33251625481
8,209.82550859451294,1.30210681826
9,209.44725584983826,1.27365883162
