epoch,elapsed,loss,acc,val_loss,val_acc
0,104.81643414497375,1.82564079723,0.327224711908,1.54696234798,0.4429
1,104.4669189453125,1.56584084427,0.423631123919,1.38860476704,0.4976
2,104.5809555053711,1.44152422219,0.478926512968,1.27877859077,0.5361
3,104.41312909126282,1.36092225871,0.512027697727,1.21594667435,0.5769
4,104.50533604621887,1.29488730412,0.538984950368,1.11308144741,0.6114
5,104.41553688049316,1.22666396888,0.567122958694,1.06751446667,0.6249
6,104.15209913253784,1.17339497642,0.585654819084,1.00069050713,0.6514
7,104.64353561401367,1.11950363233,0.602425552354,0.972018514061,0.6633
8,104.55249738693237,1.0819154706,0.619456452129,0.923022061729,0.6804
9,104.20774412155151,1.04381111765,0.631304034582,0.893346311092,0.6903
10,104.49306344985962,1.0168500966,0.640409862312,0.858327837753,0.7023
11,104.316002368927,0.985271992761,0.656460134486,0.876070810413,0.7013
12,104.2698712348938,0.965435960718,0.66352465578,0.808492921925,0.7186
13,104.41198682785034,0.94148811989,0.670789305155,0.823752436447,0.7151
14,104.16396641731262,0.921207200821,0.677553634326,0.795644377041,0.7237
15,104.3025369644165,0.907207398051,0.684858309318,0.7678310256,0.7386
16,104.53909683227539,0.893451953541,0.688740794108,0.764603354359,0.7404
17,104.23053765296936,0.880586343185,0.693543868076,0.74324528532,0.7432
18,104.46952509880066,0.866616799478,0.696485750881,0.737187806225,0.7461
19,104.43906378746033,0.86015427771,0.69870717259,0.7196331563,0.7555
