epoch,elapsed,loss,acc,val_loss,val_acc
0,15.544633150100708,0.336283672937,0.897700000064,0.0802777082399,0.974
1,14.311256170272827,0.116305817894,0.965300000127,0.0555145340446,0.9819
2,14.321144819259644,0.0889068404953,0.973650000064,0.0428703339607,0.9866
3,14.343900918960571,0.0736306531052,0.978083333397,0.0397030143913,0.9865
4,14.291156530380249,0.0638275729279,0.981066666794,0.0345931406749,0.9879
5,14.267345428466797,0.059622204718,0.982283333397,0.0314075263109,0.9895
6,14.350453853607178,0.0505699133058,0.984750000095,0.0317295098605,0.9892
7,14.22656798362732,0.0487570256641,0.98528333346,0.0308090594903,0.9905
8,14.252662658691406,0.0449122361836,0.986833333397,0.0290179969655,0.9909
9,14.273630380630493,0.0411909825469,0.98801666673,0.0275360236514,0.9908
10,14.26143765449524,0.0377715176592,0.988583333397,0.0270435456716,0.9912
11,14.258131265640259,0.0361923313471,0.98895,0.0281481193657,0.991
