epoch,elapsed,loss
0,128.76431488990784,2.0131013884
1,129.46298551559448,1.7252836542
2,133.1502890586853,1.60207247181
3,129.3813350200653,1.52099905096
4,134.2027599811554,1.45878528953
5,123.07153987884521,1.40990796599
6,129.74884724617004,1.3683102927
7,129.09272241592407,1.33246607517
8,124.85683345794678,1.30229055746
9,113.58388161659241,1.27393450818
