epoch,elapsed,loss,acc,val_loss,val_acc
0,93.295241355896,0.342902752312,0.895050000032,0.0791213025562,0.9742
1,93.39653778076172,0.115278865361,0.96585,0.0521631761879,0.9836
2,93.2026789188385,0.0869181684872,0.974083333333,0.0466771714305,0.9847
3,93.22498655319214,0.0717479090373,0.97835,0.0364083945155,0.9873
4,93.12407970428467,0.0626123355319,0.9818,0.0330271666328,0.989
5,92.93230438232422,0.0549253067791,0.983466666698,0.0325090864975,0.9893
6,92.92210650444031,0.0504138675719,0.984866666667,0.0327453348762,0.9892
7,93.00563883781433,0.0450091722061,0.986216666698,0.0298863438411,0.9896
8,92.79837727546692,0.041177730613,0.987233333302,0.0302791044866,0.99
9,92.75323796272278,0.0412887374843,0.987533333365,0.0283257005222,0.9904
10,92.89556407928467,0.038367389301,0.988216666635,0.0300492466921,0.9908
11,92.6203761100769,0.0376267547066,0.98855,0.0280429138522,0.9912
