epoch,elapsed,loss
0,171.22519850730896,2.0114211181
1,170.3747899532318,1.72932302652
2,171.58246874809265,1.60652443625
3,171.31626892089844,1.52120460012
4,171.76074862480164,1.45858360697
5,172.1816210746765,1.40914531365
6,170.75491952896118,1.36780786667
7,172.43229031562805,1.33393006658
8,171.90403938293457,1.30218231533
9,173.2474880218506,1.27403124047
