epoch,elapsed,loss,acc,val_loss,val_acc
0,4.5847296714782715,0.248823847973,0.9226,0.121943032852,0.9629
1,4.513425588607788,0.103798060018,0.968550000032,0.0780849526314,0.9762
2,4.55235481262207,0.0763565394302,0.9769,0.0781414658576,0.9772
3,4.583898067474365,0.0618369720687,0.981433333302,0.0764567599557,0.9787
4,4.556022882461548,0.0511496087909,0.984683333365,0.072179016634,0.9824
5,4.584928512573242,0.0442727161019,0.9868,0.0822240597785,0.9793
6,4.540642499923706,0.0392163993124,0.989116666667,0.0763620116558,0.9827
7,4.612369775772095,0.0362890618334,0.989166666698,0.0856060597395,0.9819
8,4.588796615600586,0.0334609117683,0.99055,0.0786215018097,0.9846
9,4.548508644104004,0.0297434850018,0.991516666635,0.0936333148413,0.9809
10,4.606460809707642,0.0253560233336,0.992533333302,0.0887074236835,0.9829
11,4.610030889511108,0.025388187993,0.992849999968,0.0920176797644,0.9825
12,4.565173625946045,0.0255937748647,0.992949999968,0.131685208055,0.9776
13,4.585023641586304,0.0243076212312,0.9934,0.100526285025,0.9817
14,4.5879127979278564,0.0228314114462,0.993883333365,0.101699980953,0.983
15,4.537347793579102,0.0196492688669,0.994549999968,0.100912572238,0.9845
16,4.510292291641235,0.0202963262423,0.994683333302,0.108434546074,0.9825
17,4.538267374038696,0.0191666937582,0.994833333365,0.111220310136,0.9835
18,4.583332538604736,0.0185692166196,0.995366666667,0.0967409414574,0.9847
19,4.574794769287109,0.017970039591,0.995333333333,0.108809362754,0.9842
