epoch,elapsed,loss,acc,val_loss,val_acc
0,127.29628586769104,0.408301144843,0.81176,0.345864083214,0.85088
1,127.1218535900116,0.221315171285,0.9136,0.357129194865,0.84772
2,127.30750036239624,0.12515622093,0.95396,0.434362914448,0.83964
3,127.9409236907959,0.0814250232932,0.9704,0.64220913846,0.83484
