epoch,elapsed,loss
0,162.28475332260132,2.00937543868
1,161.59543800354004,1.72610072611
2,160.88247346878052,1.60184676577
3,160.61198902130127,1.51865968194
4,160.18619632720947,1.45648500287
5,160.46796083450317,1.40768003662
6,160.2013063430786,1.36741175766
7,160.78057980537415,1.33167787347
8,160.38459587097168,1.30077122554
9,160.44893312454224,1.27455999284
