epoch,elapsed,loss,acc,val_loss,val_acc
0,50.69057869911194,0.334769515777,0.897833333333,0.0792465796173,0.9758
1,51.36450791358948,0.111982885249,0.967166666698,0.0528505164029,0.9828
2,51.31088352203369,0.0857007610818,0.974899999968,0.0428587024054,0.9845
3,51.29184341430664,0.0695039733688,0.97935,0.0378297004112,0.987
4,51.28791332244873,0.0619841409606,0.981833333333,0.0362638865225,0.9885
5,51.59992432594299,0.0549655957371,0.983733333333,0.0317996682992,0.989
6,51.395368814468384,0.0514225375017,0.984583333333,0.0318360460724,0.9888
7,51.3961546421051,0.0449690405483,0.986850000032,0.0344497376302,0.9878
8,51.35744547843933,0.0434059249351,0.987149999968,0.0313212182494,0.9898
9,51.36980700492859,0.0397905406676,0.988283333333,0.0310961134923,0.9898
10,51.37307786941528,0.0379291725318,0.988333333365,0.028351258661,0.9903
11,51.53310298919678,0.0371947254658,0.988683333333,0.0288327472393,0.99
